seller_profile_url,seller_profile_picture,business_legal_name,email_address,phone_number,address,country,state_province,zip_code
https://www.walmart.com/seller/cuichunli/B5CD25622BBB4A89BEDFCEA702D9BA66,,,,,,,,
https://www.walmart.com/seller/ammery-essence/B38CB175649B4DE39F11A7656D0B049A,,,,,,,,
https://www.walmart.com/seller/hongyuang-co/F137B58FBA254C0EA9644ABCC19EE1B7,,,,,,,,
https://www.walmart.com/seller/yangco-ltd/A431303E38D44043AE985BF1075B40FD,,,,,,,,
https://www.walmart.com/seller/beauty-fashion/7C711EFD9E9645F2BDE091E717DF802C,,,,,,,,
https://www.walmart.com/seller/sally-beauty/82D9D988A22C4148B93378460D129E00,,,,,,,,
https://www.walmart.com/seller/remedy/82DB98EE096C4AB8918367932DF3B2D2,,,,,,,,
https://www.walmart.com/seller/wal-warehouse/BC3507AB4CE44402BE4A82BFB9006368,,,,,,,,
https://www.walmart.com/seller/epic-essentials-outlet-store/E5396B2280C54E3BAF02B8757891124D,,,,,,,,
https://www.walmart.com/seller/beauty-bliss/1A0CC83AB7504227A55734313F650B13,,,,,,,,
